Y,X1,X2,X3,X4,X5
1.574472612,2.243847065,-1.898716179,-0.578204018,0.998221124,-0.711240828
1.579298346,-11.7823319,-0.386579984,0.639562763,-0.795358699,0.670584932
1.58412408,-0.209680135,-0.009268588,-1.596354927,-0.052170753,0.553193718
1.588949814,-9.940813897,-0.31904288,0.726049113,0.232842314,0.21513881
1.593775548,-12.08619962,0.784525742,1.014905565,1.831254379,0.197724529
1.598601282,-0.308465845,1.047063453,-0.158385565,1.229093538,-0.969545426
1.603427015,-1.481193305,0.218477437,-0.795398167,0.137210209,0.005473745
1.608252749,-15.26394419,0.440345501,-0.129168218,0.872832732,2.008661748
1.613078483,-21.84737892,0.9516724,1.412446664,-0.473866984,1.740442275
1.617904217,2.649742149,0.10155697,-0.982799867,-0.217677948,-0.58249358
1.622729951,-6.99430722,0.655571465,0.474173885,0.157103045,-0.198119659
1.627555684,-2.136911,-0.215715181,-1.315575165,2.819771524,0.687897603
1.632381418,-10.4005558,-0.538204845,-0.283340516,0.018976999,1.368878759
1.637207152,-6.084869901,0.291684216,0.409553585,0.655054015,-0.258246984
1.642032886,-3.915302691,1.241385244,-0.199961751,0.648564334,-0.197229678
1.64685862,-1.382624825,0.186133665,-0.545615882,-0.239632559,-0.204781963
1.651684354,-7.980189366,0.970627695,0.356050717,0.347929511,0.098203088
1.656510087,-8.726656162,1.33473468,0.68751056,0.593081414,-0.124487953
1.661335821,-10.28438472,0.392659787,0.914480735,-1.586964365,0.106959343
1.666161555,-7.01274138,-0.551285471,-0.939008088,0.078279394,1.386475206
1.670987289,-7.587771993,1.508735591,0.651578517,0.829296829,-0.321096145
1.675813023,1.469955717,0.448551573,-1.408904296,-0.21733649,0.081848713
1.680638757,-3.605736213,2.006194272,-0.181618833,-0.043833258,-0.322031991
1.68546449,-3.654386717,-0.115748611,-0.529373038,1.002958792,0.28401906
1.690290224,-12.63139193,0.26157329,0.69914903,-1.316635679,0.818526278
1.695115958,4.622856919,-0.846988188,-0.575985805,1.076012452,-1.184553512
1.699941692,-6.377429155,-0.221702811,-0.12063166,-1.214405685,0.470988086
1.704767426,-7.587809758,0.337907636,0.841937339,1.193876642,-0.33160563
1.70959316,-7.610593124,1.403358679,0.600608621,-1.584003789,-0.182881908
1.714418893,-5.989222562,-1.313483363,-1.128274354,-0.770247455,1.527930009
1.719244627,-14.40733709,-1.227731138,-0.129291057,0.940416851,2.163270332
1.724070361,-1.85809727,-1.084041485,0.020503349,-0.137967893,-0.430163528
1.728896095,-1.160714148,-0.712973043,-0.545588396,0.31481622,-0.058405951
1.544734788,-1.46197867,-0.476147358,-0.008075398,-0.745703298,-0.71200885
1.549560522,-9.127467883,0.090829101,-0.192122443,-0.812953813,0.898632248
1.554386256,-6.220786822,-2.633732308,0.847785258,-0.806833357,-0.343259514
1.55921199,-12.25138546,-0.210352211,0.880525733,-1.496663366,0.512939412
1.564037723,-10.36440603,1.092802147,1.044459072,-0.466042648,-0.186097998
1.568863457,-15.38019847,-1.55526007,1.220588818,0.272817947,0.944738692
1.573689191,1.435124114,0.033664131,0.777291549,0.117633676,-2.091189424
1.578514925,-11.96249816,0.055432768,1.250705589,1.583795816,0.041428908
1.583340659,-18.31754649,-0.866843185,0.198439566,0.442369853,2.446388125
1.588166393,-5.220134234,2.407230081,-1.330079196,1.293760684,0.976433709
1.592992126,-31.47796222,1.317920941,2.446257224,-0.250205906,2.557180563
1.59781786,-3.853801602,0.598549561,0.955217742,-1.042104468,-1.264617185
1.602643594,-10.95798776,0.38077524,-0.221340848,1.091401935,1.278787477
1.607469328,-5.272707842,-0.894458952,-0.207260853,0.130512864,0.332165579
1.612295062,0.900195084,-0.536571674,-0.643859411,-1.510840195,-0.462526542
1.617120796,-8.56990366,-0.364016596,1.008503031,1.390456771,-0.288286934
1.621946529,-11.80385332,-0.103749317,0.530143111,-0.194787771,0.80401495
1.626772263,-12.64171081,-0.924589306,1.078459923,-0.490700288,0.541040149
1.631597997,-0.377809053,0.436634218,-1.646546968,0.508810354,0.642372352
1.636423731,-7.770121691,1.59061969,1.172303614,1.328662591,-0.827350725
1.641249465,6.437354116,-0.037324117,-0.179281741,-1.24775985,-2.033272713
1.646075199,-0.549500683,-0.034345259,-0.932834013,-0.11178688,0.057963954
1.650900932,-0.503693098,-1.427351626,0.43312243,-0.107157107,-1.111212535
1.655726666,4.052027728,0.236748303,-1.524194479,1.374586616,-0.302694291
1.6605524,0.006883184,-0.243657712,-1.326989878,-0.081591871,0.376346799
1.665378134,7.267737507,0.495934763,-0.675313605,0.490323154,-1.772729951
1.670203868,-8.410965024,0.683959838,0.708383311,-0.203475954,-0.080414166
1.675029602,-9.776870868,0.274226041,2.066020605,-0.711434907,-1.081970061
1.679855335,-8.505057732,1.707431464,0.105705929,2.220260953,0.380202238
1.684681069,1.706647867,0.390818081,-1.389017187,-0.227824604,0.053459196
1.689506803,3.210194142,0.645908568,0.397228777,0.000771316,-2.019897838
1.694332537,2.080705011,-0.716959647,-0.557655661,1.424607939,-0.707387107
1.699158271,-6.996324677,0.759790905,0.379702471,2.09004605,-0.042969119
1.703984005,5.158826962,1.443543761,-1.251137602,0.058245014,-0.869671145
1.708809738,-10.65249078,0.735493296,0.292784595,-0.232810539,0.797902475
1.713635472,-16.93441632,0.47510511,1.39377727,0.675934562,0.969968182
1.718461206,-7.64824611,-0.176833841,0.603454279,-1.447835272,0.046579432
1.72328694,12.75783093,1.155177139,-2.419947842,1.71043707,-1.171550402
1.728112674,-13.29178548,-1.316046246,0.498614643,1.954066393,1.358391102
1.732938408,11.12585732,0.381431033,-1.475963568,-0.160231985,-1.648172787
1.534299899,-16.71506735,-0.094801793,0.820613918,0.472521832,1.397722609
1.539125633,-10.70731157,-0.462482481,0.6840904,-1.93253067,0.441237526
1.543951367,-1.71543459,0.176834988,-1.146138892,0.42455068,0.376426611
1.548777101,-7.952272675,-0.954372804,0.724700668,-1.072459163,-0.075636053
1.553602835,-5.992808592,-0.975425913,0.034871883,0.740133045,0.202702153
1.558428568,0.991445147,0.184530925,-0.698923562,0.536150259,-0.577161773
1.563254302,0.059282962,0.567897621,-0.480760087,-0.202442641,-0.642462917
1.568080036,0.766043134,0.076213685,-1.405720199,1.545108187,0.170023571
1.57290577,-9.598116403,0.802088905,-0.088002724,-0.872454501,0.845523862
1.577731504,-16.80335187,-0.3866991,1.20056567,-0.610546103,1.13766462
1.582557238,-6.445838058,-1.944091764,-0.287245201,-1.13630811,0.781167599
1.587382971,-9.681779652,-0.229783864,1.609334693,-0.046326619,-0.668589901
1.592208705,-17.78214244,0.154420488,0.544732033,0.069506266,1.910186068
1.597034439,-7.314643993,0.023436458,0.615219369,0.48217355,-0.184349068
1.601860173,-11.47596978,-0.772474078,0.136084224,-0.676973699,1.215618945
1.606685907,-23.17044857,0.775387974,1.840527463,0.431066318,1.624317548
1.611511641,-0.593606505,-0.320319553,-0.80652797,0.16691581,-0.04013491
1.616337374,-5.550491388,0.076697769,0.988964265,-1.049970183,-0.861797478
1.621163108,-5.591316385,0.513400935,0.410014256,-0.718057385,-0.340094205
1.625988842,-6.68572868,1.26085783,-0.895118039,-0.254277559,1.058353054
1.630814576,0.385348369,1.476955348,0.563601356,-0.420540864,-1.76999799
1.63564031,-5.286428977,-0.335820907,-1.355293306,-0.69259922,1.450720477
1.640466044,-15.91000743,-0.312540833,0.079811893,0.984081921,2.097026385
1.645291777,-2.196781316,-1.302086247,-0.410983445,0.886237904,0.03288711
1.650117511,1.092885935,1.340056117,-0.656530865,-0.948123495,-0.668586398
1.654943245,-9.184260614,0.681101646,0.094083817,-0.836848481,0.685811602
1.659768979,-2.466020527,-1.320950028,0.965418844,-0.014701899,-1.234605709
1.664594713,7.717580474,-0.506043964,-1.542142426,1.573789146,-0.880141604
1.669420447,-11.08301924,-1.741171143,-0.112914981,-0.49931815,1.571168845
1.67424618,-4.662213091,-0.843195831,-0.215773335,0.620469127,0.29863501
1.679071914,-4.30284874,-0.180970538,0.300341863,-0.591947308,-0.339203304
1.683897648,-9.477071556,-0.090737376,0.315651135,-1.195633904,0.656388048
1.688723382,-5.814066931,-0.145616274,0.540254881,0.419790274,-0.286894929
1.693549116,-6.244399143,-0.070102718,1.133064507,-1.332220284,-0.765959342
1.698374849,4.672551205,-0.662391706,-0.271777291,-0.855580361,-1.445789493
1.703200583,5.269361178,-1.997360748,-1.362106642,1.336026234,-0.350496031
1.708026317,-7.005425506,0.505452279,-0.841447495,-0.936831346,1.255679414
1.712852051,0.596724839,-0.338320758,0.485390035,-0.128078587,-1.427511382
1.717677785,1.256405201,-1.139246992,0.669400408,1.072542632,-1.647113798
1.722503519,-9.181555439,1.529013439,1.060078271,1.809361996,-0.330778803
1.727329252,-13.04026802,1.460854762,0.915357929,-0.50400967,0.606588217
1.732154986,-10.08117369,0.147161923,-0.304976833,1.38310011,1.369795673
1.741806454,1.637146722,-0.739296827,-0.751299481,1.580474777,-0.36046207
1.519039277,-0.452656097,2.454614299,-0.721716832,1.080516735,-0.58266238
1.52386501,10.66896048,0.852099145,-1.577951286,-1.285123803,-1.678018917
1.528690744,-6.78054201,0.441494189,-0.945450645,-0.113402309,1.146523295
1.533516478,-12.81668962,0.526828737,1.655243143,-1.549667696,-0.212113662
1.538342212,-3.936295675,-1.012928771,0.47195721,-0.62766823,-0.599604519
1.543167946,-7.822132147,1.456067194,-0.079984822,0.038163115,0.388293191
1.54799368,-0.950636878,-0.235258445,-0.128344679,-0.455490689,-0.682653648
1.552819413,1.190804275,-0.235710376,-1.332697942,0.673676362,0.070554948
1.557645147,-1.307211932,1.398301669,1.170208709,-0.356829027,-2.080256193
1.562470881,-2.946639273,0.680064361,0.205364511,-0.095675238,-0.723947187
1.567296615,-14.32749265,-1.233911577,0.455888854,-1.494887536,1.51126207
1.572122349,-12.02593428,-1.143386346,2.533371426,1.21467953,-1.014285669
1.576948083,-19.12928876,-0.892129339,1.687788033,0.950664025,1.176806736
1.581773816,1.170694977,-0.402905537,-0.590657793,0.118542705,-0.594855509
1.58659955,-23.09019243,0.249608363,1.420006704,0.410947532,2.086461652
1.591425284,-3.251622039,2.434278307,-1.492022426,-0.580192545,0.816651448
1.596251018,-3.979588611,0.168875926,-0.457155401,0.356014262,0.21955318
1.601076752,0.540296262,0.845639941,0.293227151,2.96635,-1.509850457
1.605902486,-4.372581083,-0.369379426,0.363485279,0.794456049,-0.43660035
1.610728219,-0.767803594,1.446184311,-2.926597642,2.115470608,1.846627174
1.615553953,-5.466491635,-0.466835029,1.031818748,0.112284327,-0.847378161
1.620379687,5.269854246,-0.588481028,-0.967807612,0.421889847,-0.96557844
1.625205421,-1.560612145,0.196228846,-0.29365532,-0.992807158,-0.368708784
1.630031155,1.44390375,0.379400021,-0.126034942,0.638336989,-1.157557443
1.634856888,4.032933671,-0.10904978,-1.743774807,0.582327071,-0.010682535
1.639682622,-11.06971467,0.593750824,0.304432489,0.493035649,0.846306346
1.644508356,-12.45358999,-0.731486163,0.968591288,-0.602234124,0.649283795
1.64933409,-1.378715131,-1.953302084,-0.305086272,-1.121322205,-0.098819775
1.654159824,0.178411973,0.211262208,0.630508583,-1.426162656,-1.579915598
1.658985558,3.6859518,-1.709540403,-0.372616407,0.665234594,-1.063560364
1.663811291,-1.027282604,0.910732196,-0.515140448,-1.480953223,-0.298474225
1.668637025,-7.543496919,0.166744874,0.60342985,-0.475556986,-0.038974343
1.673462759,-4.58232534,-1.283269868,0.610194102,0.80026484,-0.453907856
1.678288493,-3.38174806,-0.059478224,1.08991922,0.53307541,-1.30210672
1.683114227,-3.244884881,0.509678722,0.149358218,0.127895973,-0.467783777
1.687939961,3.532185662,-0.006300068,-1.364642706,-0.680409783,-0.226347824
1.692765694,-3.791564015,-0.07675012,0.730386681,0.196900499,-0.848446518
1.697591428,-10.80850835,0.870288601,-0.544661723,-0.905903638,1.670735488
1.702417162,-8.092005109,1.806746324,-0.133122286,-0.732456671,0.623849847
1.707242896,-13.26715343,-0.349699432,0.627379428,-1.576783787,1.172102152
1.71206863,5.316125609,1.306669528,-0.789728221,-0.172031698,-1.282633011
1.716894364,-7.50351943,0.772684214,-0.239969733,-0.145312765,0.749984646
1.721720097,-0.755849808,1.523558461,-0.879825849,-0.679510296,-0.020660435
1.726545831,-1.363810654,0.579523666,-1.273320871,-1.16680696,0.612236104
1.731371565,-9.58211639,0.921433924,-0.10451957,-0.386020712,1.022165694
1.736197299,-1.369507266,-0.48670917,-0.044381964,-0.832631834,-0.452513716
1.484475719,-1.363249028,-1.143183782,0.126358996,1.094451017,-0.803438602
1.489301452,2.316477111,-0.91921782,-1.122894754,0.073182835,-0.306754947
1.494127186,-4.321224959,-0.853122609,-0.817710654,0.435366098,0.680884088
1.49895292,-1.79467967,1.324989256,-0.425499761,0.137730322,-0.458565795
1.503778654,-3.177592809,0.884204389,-0.741642698,-1.033725091,0.195750023
1.508604388,0.204137396,-0.327475228,-0.21623344,-0.409572979,-0.830811291
1.513430122,3.030761334,0.434364181,-1.808458707,-0.696616558,0.092032782
1.518255855,-1.768768618,1.006483148,0.287635782,-0.209249469,-1.09842623
1.523081589,-4.049407255,0.223834782,-0.063961138,0.996434161,-0.222042651
1.527907323,0.831671607,0.014245104,-0.673435378,-0.169790222,-0.530797867
1.532733057,-8.482907666,-0.387107945,0.442853221,-0.182600771,0.247041675
1.537558791,-11.19089701,0.062014709,1.040366224,-0.528041417,0.143138666
1.542384524,-15.49499073,-0.351591048,0.907189736,-0.603593742,1.170519084
1.547210258,-11.90031585,0.267430135,0.015305083,-2.104311586,1.290523069
1.552035992,-7.267050403,-0.385854641,0.620916174,-0.235602473,-0.144101896
1.556861726,-7.792273572,1.099030542,0.818646276,0.089153509,-0.419422804
1.56168746,-8.314946216,-0.668007598,0.714239089,0.035602833,0.010462731
1.566513194,-0.792108871,0.364694698,-1.95725582,0.690353671,1.029304008
1.571338927,3.232389231,-0.588676288,-0.928465765,-0.306199358,-0.627392983
1.576164661,-11.14122372,-2.498877354,1.224259326,-0.338008008,0.309521056
1.580990395,-16.1394141,-0.178004077,0.489550384,-0.031400879,1.71648558
1.585816129,-2.454688352,-0.170235263,0.602070598,0.574515778,-1.06643729
1.590641863,-2.460187097,-0.519765063,-0.991679885,-0.796088508,0.562416413
1.595467597,-5.931269202,-0.35891022,-0.405873506,1.021679101,0.627108863
1.60029333,-6.406007277,0.465822267,0.95551288,-0.030201617,-0.698656339
1.605119064,-11.17905921,-0.195901932,0.258024069,-0.301295961,1.006565457
1.609944798,-0.596858796,-1.787341164,-0.903337726,-0.519002251,0.286651794
1.614770532,-16.6430497,0.336188061,0.806236828,0.442244738,1.469256493
1.619596266,-10.88076281,-0.364596571,0.370555791,1.14021747,0.855698352
1.624422,-6.437077962,-0.084763167,-0.88406494,-0.968552463,1.21555976
1.629247733,-8.981920618,-0.372837453,0.039310648,-1.771359155,0.858106426
1.634073467,-9.178932357,-0.218544395,-0.097001156,-0.578636479,1.000682378
1.638899201,-15.83077122,-1.930366699,1.235248989,-1.027152903,1.216254365
1.643724935,-6.779336064,0.099728123,0.902024274,-1.054718497,-0.469880669
1.648550669,-6.724257581,-0.705376121,-1.20594933,-0.536718642,1.683698266
1.653376403,2.902163407,-0.400843346,-1.842088993,1.248786881,0.373941215
1.658202136,-7.303483745,2.410804276,0.693291489,-0.497406762,-0.442925801
1.66302787,-9.924378564,0.196084346,1.011014239,0.535269993,0.024386126
1.667853604,2.540595542,-1.118655249,0.08476979,1.817531477,-1.346704631
1.672679338,-1.361291632,0.513433372,-0.870140176,-1.0709615,0.188719636
1.677505072,-13.00580942,2.016912749,1.111318774,-0.353878532,0.326722137
1.682330806,4.700927597,1.658708579,-1.247317243,-1.842051339,-0.746738101
1.687156539,-0.356398989,-0.079740001,-0.259081824,-0.606602756,-0.523188763
1.691982273,-10.0489622,0.139571014,-0.717268791,1.284429218,1.769743916
1.696808007,-4.377811346,0.441926643,0.593701398,0.751782063,-0.646854735
1.701633741,-4.235537362,1.345975881,-0.707415349,0.181859524,0.500154696
1.706459475,7.491971946,-1.247778506,-0.376952443,-1.058311888,-1.767242956
1.711285209,-6.309998302,0.258633527,-0.60862802,0.700625792,0.946649761
1.716110942,4.548552943,0.367589104,-0.154104086,1.235888078,-1.631922388
1.720936676,-11.97257091,-0.273099708,0.601332677,0.222355728,0.947594017
1.72576241,0.432086919,-1.598203918,0.604880096,1.159237139,-1.317191839
1.730588144,-4.801984097,0.580530677,0.17434835,-0.423683362,-0.120512484
1.445086427,-9.333976396,0.178119714,0.588133512,2.139602593,0.100822373
1.44991216,-6.018468753,-2.815662862,0.588742716,1.153076732,-0.15616682
1.454737894,-6.672538379,-0.406964435,0.139960699,-0.712873932,0.140135533
1.459563628,0.666077636,-1.42447928,0.139120222,1.562614633,-1.187671887
1.464389362,4.889809856,-0.549640251,0.210175717,-0.112946526,-2.163605618
1.469215096,-18.9569347,0.018705127,2.057799385,0.122389909,0.607918212
1.47404083,-14.82749092,1.361746489,0.71976842,0.558283111,0.946005017
1.478866563,-17.88663073,0.337300895,1.845151216,0.676441101,0.570816408
1.483692297,-2.3295479,-1.707541218,-0.733061629,0.299449122,0.327563427
1.488518031,-2.826341811,-0.574985897,-0.020553756,-0.957612689,-0.393730007
1.493343765,-13.84558518,-0.538078782,0.756678793,1.614549334,0.961311866
1.498169499,-16.26633647,-0.192805514,0.261885145,0.441971847,1.895274428
1.502995233,-11.49232955,0.337150021,1.052578081,-0.388608922,0.138963036
1.507820966,-3.360516445,2.544278077,-0.794254602,0.022732734,0.087815493
1.5126467,-6.593208557,-0.273593145,0.205680947,-0.671217897,0.103009584
1.517472434,-14.55718594,-0.316588924,0.360963614,1.403182852,1.487954626
1.522298168,-14.22080306,0.146342277,-0.126778876,-0.042945125,1.866121592
1.527123902,-2.381132268,-0.632168492,0.19886488,1.374418906,-0.678280977
1.531949636,-0.009294706,0.999719942,-0.613004572,-0.198457076,-0.523357544
1.536775369,-7.970752231,0.340615296,0.068290232,-2.899214213,0.483218509
1.541601103,-12.75869662,0.39142878,0.997125996,1.048403995,0.455123751
1.546426837,-16.31597873,0.767392985,0.425612432,0.258174538,1.677231302
1.551252571,0.852640613,0.087337473,-0.885860101,0.635714338,-0.301180558
1.556078305,5.814816682,0.444967494,-1.691579375,-1.802855176,-0.487822406
1.560904039,-3.657971269,0.783985063,0.373667842,0.634696758,-0.732473606
1.565729772,-2.769646625,1.302585309,-0.585770466,1.562913534,-0.036921914
1.570555506,-7.957986065,-0.322292173,0.289634396,0.128025187,0.342665136
1.57538124,-5.33351303,-1.836078406,0.065138803,-2.069073787,0.272250676
1.580206974,-4.606051769,-0.525813061,0.431675841,0.905755373,-0.424865892
1.585032708,-12.59428098,-0.057080708,0.143781542,-0.901824236,1.38490894
1.589858442,-0.655462812,-1.337496088,0.012861286,1.044529939,-0.675687869
1.594684175,0.319245834,0.08388186,1.964120412,0.135620959,-2.938282876
1.599509909,-11.87592224,0.117787973,1.094775138,0.28815501,0.290903258
1.604335643,-3.625539515,1.122857103,-0.695818595,0.93137974,0.308194121
1.609161377,-12.99109025,0.470196118,1.525906715,-1.91481921,0.080114056
1.613987111,10.33000149,0.637429657,-0.552674861,0.352992333,-2.476069482
1.618812845,-10.77412916,1.255862865,-0.176666192,-0.339190234,1.208266926
1.623638578,2.064002993,-0.825741402,-1.577865549,0.499149027,0.330953061
1.628464312,-11.80925836,2.006355144,-0.279512759,-1.293337795,1.43966216
1.633290046,1.083942131,0.896798176,-2.387730789,0.061308928,1.11686952
1.63811578,1.414680398,0.897180484,-0.21442132,-1.803046082,-1.048660153
1.642941514,-13.10071945,-0.23422371,0.350720292,1.468298729,1.332596656
1.647767248,-6.871471938,-0.315601769,0.198978722,-0.257792647,0.303529057
1.652592981,-1.881629478,0.784527041,0.726660922,-1.259078772,-1.30593665
1.657418715,-15.5547319,0.132574652,2.002684669,1.241756478,0.164557781
1.662244449,-5.043966259,-0.727806823,0.37385964,0.739163144,-0.170700028
1.667070183,1.12172953,0.606631182,0.906847686,0.266122995,-2.050597221
1.671895917,-4.031014417,0.250606441,0.237117219,0.515951846,-0.343222074
1.676721651,4.810132621,-2.206255456,-0.379380081,0.334208206,-1.150248575
1.681547384,5.147326074,-1.868676891,-0.432978953,-1.304034092,-1.179626683
1.686373118,-7.305090962,-0.215974389,0.095044165,-0.136036058,0.515916552
1.691198852,2.33009986,-0.989410162,-0.024580127,1.223150046,-1.162090228
1.696024586,2.003603485,-0.232481707,-1.229200453,-1.609909568,0.028957327
1.70085032,-3.827247676,1.283915799,-0.059756047,1.211148653,-0.199591725
1.705676053,-14.56341779,-0.686409861,1.202333139,0.784496656,0.913208095
1.710501787,-6.188286716,0.106720818,-0.450568485,0.657352416,0.807443622
1.715327521,-6.548525484,-0.05693812,0.660154583,-0.357969403,-0.172445488
1.720153255,-5.432914454,-0.221053245,-0.604104402,1.236155923,0.853980456
1.396045667,-14.46258787,-0.528252953,1.909791992,1.710594378,-0.130641856
1.405697135,-0.828978439,-1.272654696,-0.61163147,0.276013222,-0.197808717
1.410522869,-8.232446453,-0.223206841,0.011966582,-1.283147348,0.529243019
1.415348602,3.72558036,0.648390957,-0.653224102,0.024770003,-1.27127968
1.420174336,4.856782222,-2.398419828,-0.614587434,0.326632382,-1.14935514
1.42500007,-1.972478758,-0.243794371,-0.084717174,1.459668449,-0.61434859
1.429825804,-10.09702746,-1.686412981,1.26517701,0.282325504,-0.153057729
1.434651538,-7.67445482,-0.764122648,1.382548534,-0.30172372,-0.842922682
1.439477272,-8.672790287,0.154919637,1.211155275,-0.810305449,-0.583184262
1.444303005,-12.79229709,-0.108097715,0.038233505,-0.873549604,1.40819648
1.449128739,-6.229275654,0.273420963,-0.078928979,0.962403349,0.17709876
1.453954473,-9.374871166,-0.083861095,1.033676606,-0.153529844,-0.236017268
1.458780207,-7.761189177,-0.106933424,0.208915294,-0.146830628,0.265268833
1.463605941,-2.594273537,0.506445379,-0.475432393,-0.387112037,-0.140112436
1.468431675,-13.71493128,2.397786668,0.917136773,-0.759141863,0.438414233
1.473257408,-0.236220011,-0.413096126,0.032223464,0.002789854,-0.978014665
1.478083142,-3.858128935,-0.063836577,1.051087284,-0.156095001,-1.306527174
1.482908876,-7.241040451,-0.809352027,1.282766186,1.29604059,-0.794514422
1.48773461,-2.374561467,-0.044316064,-0.871784368,1.246476525,0.278120013
1.492560344,-3.144049808,-0.874251242,0.622247093,1.02730738,-0.924792533
1.497386078,8.253261103,0.244514962,-1.161025216,-0.646061876,-1.513036458
1.502211811,-6.814661155,-0.398908224,0.936355978,-0.68244014,-0.544105607
1.507037545,-11.98989374,-0.756445596,-0.833443386,-0.740799382,2.249791289
1.511863279,3.649486076,0.507801061,-0.123330308,0.726510286,-1.667355904
1.516689013,-2.018776124,0.584550212,-0.298460156,-0.393361351,-0.380528283
1.521514747,-2.229251028,1.069400989,-0.321688643,0.472755269,-0.383125629
1.526340481,-8.964635613,0.087595008,-0.312339272,-1.098891048,1.068573538
1.531166214,-5.487858492,0.944354488,0.304759425,1.422098591,-0.348045406
1.535991948,-0.096149077,1.816795491,-1.268384719,0.728956144,0.047238572
1.540817682,6.662655854,0.313070989,-1.749269682,0.193277606,-0.600691892
1.545643416,-8.370553749,2.974554513,-0.966482089,-0.310937732,1.244282727
1.55046915,-13.06344904,0.186121232,1.379710243,0.854035562,0.197621443
1.555294884,-4.703705487,-1.194300661,-0.756282635,0.89597054,0.836672397
1.560120617,3.236755757,0.721284247,-0.887698394,1.15674666,-0.819974174
1.564946351,-12.85016686,-1.150268994,1.072022367,0.531655162,0.642980034
1.569772085,-5.615040646,0.854290214,-0.479846269,1.900916672,0.490662965
1.574597819,-7.442054938,-0.617414894,-0.334838738,-0.111275539,0.918736753
1.579423553,6.901372253,0.825006762,-1.665885362,-0.222086694,-0.747469175
1.584249287,-6.346681361,1.139317759,-0.379106586,1.279113804,0.522055886
1.58907502,-2.515038349,-1.235793927,-0.947570257,-1.324604152,0.665681259
1.593900754,-12.75694784,0.812321656,0.465261961,0.571621009,1.004525283
1.598726488,-0.796455536,0.388134969,-0.117401186,-0.736288466,-0.682693103
1.603552222,-7.444804075,0.883537116,1.226116902,0.650588135,-0.777005303
1.608377956,-3.250291588,-0.453900654,-0.81437797,-1.274756147,0.600551598
1.613203689,-11.20134802,-0.33659418,-0.7552428,1.722511369,2.045473161
1.618029423,-12.43817133,-0.198465862,1.467808424,-0.146625223,0.119837293
1.622855157,-10.3629775,-0.613759893,0.372000471,0.236498921,0.840750447
1.627680891,-9.695690043,0.411613474,0.628711223,0.984908363,0.326851039
1.632506625,-15.13169761,1.054932924,1.318316588,-0.603859046,0.656433991
1.637332359,-7.278716434,-0.305079491,-0.154244476,-0.952412086,0.746626114
1.642158092,-10.06780148,-0.530003757,0.669384003,-0.209108813,0.506977055
1.646983826,0.040601998,-2.350377035,-0.211583798,0.480101777,-0.378372687
